id,psp_id,psp_canale,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto,modello,ultima_modifica_data,ora
35005492,CRPPIT2PXXX,,Crédit Agricole Cariparma S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,13.68,04/01/2025,solleciti,3,04/01/2025 10:16:41 AM,10
35005491,ABI03069,,Intesa Sanpaolo S.p.A,80008750178,Provincia di Brescia,25121,BS,35.9,04/01/2025,os_verbali_pp,3,04/01/2025 10:16:39 AM,10
35005488,POSOIT22XXX,,Banca Popolare di Sondrio,00296180185,Comune di Pavia,27100,PV,300,04/01/2025,REFEZ,3,04/01/2025 10:16:31 AM,10
35005487,PPAYITR1XXX,,Postepay,00232910166,Comune di Dalmine,24044,BG,138.25,04/01/2025,mg_violazioni_cds,3,04/01/2025 10:16:27 AM,10
35005486,PPAYITR1XXX,,Postepay,00880000153,Comune di Corsico,20094,MI,13.5,04/01/2025,pv_erp_affitti,3,04/01/2025 10:16:25 AM,10
35005485,SIGPITM1XXX,,MOONEY S.P.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,6.24,04/01/2025,solleciti,3,04/01/2025 10:16:23 AM,10
35005484,ABI03069,,Intesa Sanpaolo S.p.A,00384000162,Comune di Seriate,24068,BG,29.4,04/01/2025,mg_violazioni_cds,3,04/01/2025 10:16:23 AM,10
35005483,ABI36964,,BCC PAY S.p.A.,02030880153,Comune di Monza,20900,MI,50,04/01/2025,servizifunerari,3,04/01/2025 10:16:13 AM,10
35005482,CRPPIT2PXXX,,Crédit Agricole Cariparma S.p.A.,00654470137,Comune di Albese con Cassano,22032,CO,161,04/01/2025,TB_RIFIUTI,3,04/01/2025 10:16:10 AM,10
35005481,ABI02008,,Unicredit S.p.A,00098990146,Comune di Morbegno,23017,SO,73.2,04/01/2025,sd_violazione_cds,3,04/01/2025 10:16:10 AM,10
35005480,ABI03069,,Intesa Sanpaolo S.p.A,03510140126,ATS dell'Insubria,21100,VA,10,04/01/2025,ATS322_BAN_CON,3,04/01/2025 10:16:10 AM,10
35005479,BPMOIT22,,BPER Banca S.p.A.,00246270169,Comune di Gandino,24024,BG,13,04/01/2025,sch_lucevotiva,3,04/01/2025 10:16:07 AM,10
35005478,ABI03069,,Intesa Sanpaolo S.p.A,84507570152,Comune di Lodi,26900,LO,16.23,04/01/2025,servizicimiteriali,3,04/01/2025 10:16:02 AM,10
35005477,BNLIITRR,,Worldline Merchant Services Italia S.p.A.,00430660134,Comune di Erba,22036,CO,300,04/01/2025,pd_mensascolastica,3,04/01/2025 10:15:58 AM,10
35005476,BIC32698,,LIS Pay SPA,00880000153,Comune di Corsico,20094,MI,65.71,04/01/2025,ads_rifiuti_pre,3,04/01/2025 10:15:54 AM,10
35005475,ABI03069,,Intesa Sanpaolo S.p.A,04114380167,ASST di Bergamo Est,24068,BG,36,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:15:54 AM,10
35005473,BCITITMM,,Intesa Sanpaolo S.p.A,85001870188,Comune di Vigevano,27029,PV,180,04/01/2025,acm_rettascuola,3,04/01/2025 10:15:51 AM,10
35005472,PPAYITR1XXX,,Postepay,05017630152,ARIA S.p.A.,20124,MI,200,04/01/2025,CENED ricarica portafoglio,3,04/01/2025 10:15:35 AM,10
35005471,BCITITMM,,Intesa Sanpaolo S.p.A,80008750178,Provincia di Brescia,25121,BS,54.2,04/01/2025,os_verbali_pp,3,04/01/2025 10:15:33 AM,10
35005470,CRPPIT2PXXX,,Crédit Agricole Cariparma S.p.A.,84507570152,Comune di Lodi,26900,LO,43.5,04/01/2025,ads_mensa_scolastica,3,04/01/2025 10:15:32 AM,10
35005469,PPAYITR1XXX,,Postepay,85001870188,Comune di Vigevano,27029,PV,1250,04/01/2025,acm_mensascuola,3,04/01/2025 10:15:31 AM,10
35005468,BIC32698,,LIS Pay SPA,00182090183,A.L.E.R. DI PAVIA-LODI,27100,PV,92.17,04/01/2025,ALER_LO,3,04/01/2025 10:15:29 AM,10
35005467,SIGPITM1XXX,,MOONEY S.P.A.,80050050154,Regione Lombardia,20124,MI,190.92,04/01/2025,Tassa Auto,3,04/01/2025 10:15:27 AM,10
35005466,CIPBITMM,,Nexi,80050050154,Regione Lombardia,20124,MI,131.58,04/01/2025,Tassa Auto,3,04/01/2025 10:15:26 AM,10
35005465,SIGPITM1XXX,,MOONEY S.P.A.,80008750178,Provincia di Brescia,25121,BS,44.4,04/01/2025,os_verbali_pp,3,04/01/2025 10:15:25 AM,10
35005464,PPAYITR1XXX,,Postepay,00761890177,Comune di Brescia,25121,BS,29.4,04/01/2025,ts_sanamm,3,04/01/2025 10:15:24 AM,10
35005462,BCITITMM,,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,44.99,04/01/2025,Tassa Auto,3,04/01/2025 10:15:13 AM,10
35005461,CIPBITMM,,Nexi,09322180960,ASST di Lodi,26900,LO,36,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:15:13 AM,10
35005460,PPAYITR1XXX,,Postepay,00182090183,A.L.E.R. DI PAVIA-LODI,27100,PV,292.43,04/01/2025,ALER_PV,3,04/01/2025 10:15:10 AM,10
35005458,PPAYITR1XXX,,Postepay,02481840201,ASST di Mantova,46100,MN,36,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:15:07 AM,10
35005457,BCITITMM,,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,283.73,04/01/2025,Tassa Auto,3,04/01/2025 10:15:05 AM,10
35005456,ABI01030,,Banca Monte dei Paschi di Siena,02481970206,ATS della Val Padana,46100,MN,26.8,04/01/2025,ATS327_LIB_VET,3,04/01/2025 10:15:05 AM,10
35005455,PPAYITR1XXX,,Postepay,85001870188,Comune di Vigevano,27029,PV,75.43,04/01/2025,ts_verbali_cds,3,04/01/2025 10:15:04 AM,10
35005454,ABI08692,,CREDITO COOPERATIVO DI BRESCIA,00761890177,Comune di Brescia,25121,BS,284.94,04/01/2025,mensascolasticaprimaria,3,04/01/2025 10:14:55 AM,10
35005453,BPPIITRRXXX,,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.03,04/01/2025,solleciti,3,04/01/2025 10:14:45 AM,10
35005452,WOLLNLB1,,Worldpay BV,09322180960,ASST DI LODI,26900,LO,30.3,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:14:45 AM,10
35005451,BIC32698,,LIS Pay SPA,00232910166,Comune di Dalmine,24044,BG,223.3,04/01/2025,mg_violazioni_cds,3,04/01/2025 10:14:43 AM,10
35005450,BCITITMM,,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,74.9,04/01/2025,Tassa Auto,3,04/01/2025 10:14:38 AM,10
35005449,BPPIITRRXXX,,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,6.82,04/01/2025,solleciti,3,04/01/2025 10:14:33 AM,10
35005448,PPAYITR1XXX,,Postepay,80005370137,Comune di Como,22100,CO,44.65,04/01/2025,meg_violazioni_cds,3,04/01/2025 10:14:32 AM,10
35005447,SIGPITM1XXX,,MOONEY S.P.A.,00772070157,Milano Serravalle - Milano Tangenziali S.P.A.,20057,MI,83.31,04/01/2025,sin_sollecito,3,04/01/2025 10:14:30 AM,10
35005446,BAPPIT21,,Banca Popolare di Milano SpA,09323530965,ASST Rhodense,20024,MI,122,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:14:24 AM,10
35005445,WOLLNLB1,,Worldpay BV,00988200143,ATS della Montagna,23100,SO,208.5,04/01/2025,ATS323_RECUP_TICKET,3,04/01/2025 10:14:13 AM,10
35005443,ATPIITM1,,A-Tono Payment Institute S.p.A.,85001870188,Comune di Vigevano,27029,PV,70.48,04/01/2025,ts_verbali_cds,3,04/01/2025 10:14:08 AM,10
35005442,CIPBITMM,,Nexi,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,10.18,04/01/2025,pedaggi,3,04/01/2025 10:13:59 AM,10
35005441,ATPIITM1,,A-Tono Payment Institute S.p.A.,00772070157,Milano Serravalle - Milano Tangenziali S.P.A.,20057,MI,14.23,04/01/2025,sin_sollecito,3,04/01/2025 10:13:59 AM,10
35005440,BIC32698,,LIS Pay SPA,85001870188,Comune di Vigevano,27029,PV,29.4,04/01/2025,ts_verbali_cds,3,04/01/2025 10:13:59 AM,10
35005439,CRPPIT2PXXX,,Crédit Agricole Cariparma S.p.A.,84507570152,Comune di Lodi,26900,LO,34.45,04/01/2025,ads_mensa_scolastica,3,04/01/2025 10:13:57 AM,10
35005438,ABI02008,,Unicredit S.p.A,00772070157,Milano Serravalle - Milano Tangenziali S.P.A.,20057,MI,6.61,04/01/2025,sin_sollecito,3,04/01/2025 10:13:54 AM,10
35005437,SIGPITM1XXX,,MOONEY S.P.A.,00118940147,Comune di Dubino,23015,SO,116,04/01/2025,SP_INTERSCUOLA,3,04/01/2025 10:13:48 AM,10
35005436,PPAYITR1XXX,,Postepay,02481840201,ASST di Mantova,46100,MN,4.05,04/01/2025,ASST725_TICKET_ESAMI,3,04/01/2025 10:13:41 AM,10
35005435,POSOIT22XXX,,Banca Popolare di Sondrio,00303490189,Fondazione IRCCS Policlinico S.Matteo,27100,PV,101,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:13:32 AM,10
35005434,BIC32698,,LIS Pay SPA,01009620152,Comune di Marcallo con Casone,20010,MI,115.5,04/01/2025,pj_assistenzaanziani,3,04/01/2025 10:13:30 AM,10
35005433,BIC32698,,LIS Pay SPA,01009620152,Comune di Marcallo con Casone,20010,MI,110,04/01/2025,pj_assistenzaanziani,3,04/01/2025 10:13:30 AM,10
35005432,PPAYITR1XXX,,Postepay,00988200143,ATS della Montagna,23100,SO,20.1,04/01/2025,ATS323_ACC_ATTI,3,04/01/2025 10:13:23 AM,10
35005431,BCITITMM,,Intesa Sanpaolo S.p.A,09319690963,ASST Fatebenefratelli Sacco,20157,MI,22.5,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:13:19 AM,10
35005430,CIPBITMM,,Nexi,80050050154,Regione Lombardia,20124,MI,136.74,04/01/2025,Tassa Auto,3,04/01/2025 10:13:17 AM,10
35005429,BIC32698,,LIS Pay SPA,03510190121,ASST Valle Olona,21052,VA,36,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:13:16 AM,10
35005428,BIC32698,,LIS Pay SPA,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,8.59,04/01/2025,solleciti,3,04/01/2025 10:13:16 AM,10
35005427,ABI03069,,Intesa Sanpaolo S.p.A,84507570152,Comune di Lodi,26900,LO,75,04/01/2025,ads_mensa_scolastica,3,04/01/2025 10:13:11 AM,10
35005426,BPMOIT22,,BPER Banca S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,6.35,04/01/2025,solleciti,3,04/01/2025 10:13:08 AM,10
35005425,ABI03015,,FinecoBank Banca Fineco S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,11.2,04/01/2025,solleciti,3,04/01/2025 10:13:08 AM,10
35005424,BIC32698,,LIS Pay SPA,00600950174,Comune di Botticino,25082,BS,29.4,04/01/2025,MULTE_RL,3,04/01/2025 10:13:05 AM,10
35005422,PPAYITR1XXX,,Postepay,00182090183,A.L.E.R. DI PAVIA-LODI,27100,PV,422.77,04/01/2025,ALER_PV,3,04/01/2025 10:13:00 AM,10
35005421,BPMOIT22,,BPER Banca S.p.A.,03775660982,ASST del Garda,25015,BS,10,04/01/2025,ASST723_S_CONCORSI,3,04/01/2025 10:12:45 AM,10
35005420,PPAYITR1XXX,,Postepay,00303490189,Fondazione IRCCS Policlinico S.Matteo,27100,PV,82.9,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:12:43 AM,10
35005419,ABI03069,,Intesa Sanpaolo S.p.A,00098990146,Comune di Morbegno,23017,SO,58.1,04/01/2025,sd_violazione_cds,3,04/01/2025 10:12:42 AM,10
35005418,BIC32698,,LIS Pay SPA,81000670208,Comune Città di Goito,46044,MN,22,04/01/2025,emisscie,3,04/01/2025 10:12:41 AM,10
35005417,ABI08454,,CREDITO PADANO Banca di Credito Cooperativo,00832210173,Comune di Lonato del Garda,25017,BS,48.5,04/01/2025,os_violazionecds_lonato,3,04/01/2025 10:12:41 AM,10
35005416,CRPPIT2PXXX,,Crédit Agricole Cariparma S.p.A.,84507570152,Comune di Lodi,26900,LO,29.4,04/01/2025,mg_violazioni_cds,3,04/01/2025 10:12:36 AM,10
35005415,ABI03069,,Intesa Sanpaolo S.p.A,00303490189,Fondazione IRCCS Policlinico S.Matteo,27100,PV,189,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:12:28 AM,10
35005414,BIC32698,,LIS Pay SPA,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,7.48,04/01/2025,solleciti,3,04/01/2025 10:12:27 AM,10
35005413,CRPPIT2PXXX,,Crédit Agricole Cariparma S.p.A.,84507570152,Comune di Lodi,26900,LO,32.46,04/01/2025,servizicimiteriali,3,04/01/2025 10:12:26 AM,10
35005411,PPAYITR1XXX,,Postepay,03622110132,ASST Lariana,22100,CO,30,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:12:23 AM,10
35005410,WOLLNLB1,,Worldpay BV,03510190121,ASST Valle Olona,21052,VA,38.71,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:12:10 AM,10
35005409,BPMOIT22,,BPER Banca S.p.A.,03775660982,ASST del Garda,25015,BS,64.95,04/01/2025,ASST723_PREST_SAN,3,04/01/2025 10:12:06 AM,10
35005408,PPAYITR1XXX,,Postepay,00115270142,Comune di Campodolcino,23021,SO,87,04/01/2025,SS_MENSE,3,04/01/2025 10:12:01 AM,10
35005407,PPAYITR1XXX,,Postepay,84507570152,Comune di Lodi,26900,LO,76.77,04/01/2025,mg_violazioni_cds,3,04/01/2025 10:11:54 AM,10
35005406,PPAYITR1XXX,,Postepay,00482750189,Comune di Scaldasole,27020,PV,45.7,04/01/2025,in_violazione_cds,3,04/01/2025 10:11:49 AM,10
35005405,BIC32698,,LIS Pay SPA,80008750178,Provincia di Brescia,25121,BS,44.4,04/01/2025,os_verbali_pp,3,04/01/2025 10:11:44 AM,10
35005403,SIGPITM1XXX,,MOONEY S.P.A.,00772070157,Milano Serravalle - Milano Tangenziali S.P.A.,20057,MI,23.21,04/01/2025,sin_sollecito,3,04/01/2025 10:11:39 AM,10
35005402,BPPIITRRXXX,,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,8.59,04/01/2025,solleciti,3,04/01/2025 10:11:30 AM,10
35005401,SIGPITM1XXX,,MOONEY S.P.A.,00182090183,A.L.E.R. DI PAVIA-LODI,27100,PV,77.28,04/01/2025,ALER_PV,3,04/01/2025 10:11:22 AM,10
35005400,ABI03069,,Intesa Sanpaolo S.p.A,85001870188,Comune di Vigevano,27029,PV,1500,04/01/2025,gm_cimit_votive,3,04/01/2025 10:11:13 AM,10
35005399,BPPIITRRXXX,,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,6.82,04/01/2025,solleciti,3,04/01/2025 10:11:09 AM,10
35005398,BIC32698,,LIS Pay SPA,01310880156,Comune di Abbiategrasso,20081,MI,164,04/01/2025,mg_votiva,3,04/01/2025 10:11:05 AM,10
35005397,CIPBITMM,,Nexi,00324770189,Comune di Mortara,27036,PV,25,04/01/2025,dirittivari,3,04/01/2025 10:11:04 AM,10
35005396,BCITITMM,,Intesa Sanpaolo S.p.A,03510140126,ATS dell'Insubria,21100,VA,26.8,04/01/2025,ATS322_PREST_VET_CUP,3,04/01/2025 10:11:00 AM,10
35005395,BIC32698,,LIS Pay SPA,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.16,04/01/2025,solleciti,3,04/01/2025 10:10:48 AM,10
35005393,PPAYITR1XXX,,Postepay,03775110988,ASST Degli Spedali Civili di Brescia,25123,BS,30,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:10:33 AM,10
35005392,BIC32698,,LIS Pay SPA,00308110139,Comune di Fino Mornasco,22073,CO,94.4,04/01/2025,SS_MENSE,3,04/01/2025 10:10:27 AM,10
35005391,BIC32698,,LIS Pay SPA,00761890177,Comune di Brescia,25121,BS,29.4,04/01/2025,ts_sanamm,3,04/01/2025 10:10:25 AM,10
35005390,BCITITMM,,Intesa Sanpaolo S.p.A,00232910166,Comune di Dalmine,24044,BG,138.92,04/01/2025,mg_violazioni_cds,3,04/01/2025 10:10:23 AM,10
35005389,CIPBITMM,,Nexi,80050050154,Regione Lombardia,20124,MI,825.92,04/01/2025,Tassa Auto,3,04/01/2025 10:10:16 AM,10
35005388,PPAYITR1XXX,,Postepay,80008750178,Provincia di Brescia,25121,BS,44.4,04/01/2025,os_verbali_pp,3,04/01/2025 10:10:15 AM,10
35005387,SIGPITM1XXX,,MOONEY S.P.A.,02481840201,ASST di Mantova,46100,MN,36,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:10:15 AM,10
35005386,PPAYITR1XXX,,Postepay,80008750178,Provincia di Brescia,25121,BS,257.2,04/01/2025,os_verbali_pp,3,04/01/2025 10:10:13 AM,10
35005385,PPAYITR1XXX,,Postepay,80008750178,Provincia di Brescia,25121,BS,73.8,04/01/2025,os_verbali_pp,3,04/01/2025 10:10:11 AM,10
35005384,PPAYITR1XXX,,Postepay,80008750178,Provincia di Brescia,25121,BS,73.8,04/01/2025,os_verbali_pp,3,04/01/2025 10:10:11 AM,10
35005383,PPAYITR1XXX,,Postepay,80008750178,Provincia di Brescia,25121,BS,257.2,04/01/2025,os_verbali_pp,3,04/01/2025 10:10:10 AM,10
35005377,PPAYITR1XXX,,Postepay,00988200143,ATS della Montagna,23100,SO,2.68,04/01/2025,ATS323_ACC_ATTI,3,04/01/2025 10:09:56 AM,10
35005376,ABI03069,,Intesa Sanpaolo S.p.A,13055640158,Centro Cardiologico Monzino S.p.a.,20138,MI,34.1,04/01/2025,TICKET_CUP_125,3,04/01/2025 10:09:42 AM,10
35005375,PPAYITR1XXX,,Postepay,80008750178,Provincia di Brescia,25121,BS,71,04/01/2025,os_verbali_pp,3,04/01/2025 10:09:32 AM,10
35005374,BCITITMM,,Intesa Sanpaolo S.p.A,03510050127,ASST Dei Sette Laghi,21100,VA,32.7,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:09:31 AM,10
35005373,SIGPITM1XXX,,MOONEY S.P.A.,00182090183,A.L.E.R. DI PAVIA-LODI,27100,PV,89.48,04/01/2025,ALER_PV,3,04/01/2025 10:09:30 AM,10
35005372,BPMOIT22,,BPER Banca S.p.A.,00657640165,Comune di Arcene,24040,BG,185,04/01/2025,app_mensascolastica,3,04/01/2025 10:09:29 AM,10
35005371,SIGPITM1XXX,,MOONEY S.P.A.,02481840201,ASST di Mantova,46100,MN,17.9,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:09:28 AM,10
35005370,SARDIT31,,Banco di Sardegna S.p.A.,03510190121,ASST Valle Olona,21052,VA,22.5,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:09:26 AM,10
35005369,SIGPITM1XXX,,MOONEY S.P.A.,03510190121,ASST VALLE OLONA,21052,VA,26.2,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:09:21 AM,10
35005368,BPPIITRRXXX,,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.71,04/01/2025,solleciti,3,04/01/2025 10:09:10 AM,10
35005367,PPAYITR1XXX,,Postepay,83000530184,Comune di Candia Lomellina,27031,PV,72,04/01/2025,TB_RIFIUTI,3,04/01/2025 10:09:04 AM,10
35005366,BIC32698,,LIS Pay SPA,00846420172,Comune di Borgo San Giacomo,25022,BS,100,04/01/2025,app_mensascolastica,3,04/01/2025 10:09:00 AM,10
35005365,ABI03104,,Deutsche Bank S.p.A.,00623530136,Comune di Lecco,23900,LC,29.4,04/01/2025,mg_violazioni_cds,3,04/01/2025 10:08:32 AM,10
35005364,BPPIITRRXXX,,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.59,04/01/2025,solleciti,3,04/01/2025 10:08:32 AM,10
35005363,ABI03440,,BANCO DI DESIO E DELLA BRIANZA S.P.A.,83000130159,Comune di Cesano Maderno,20811,MB,404,04/01/2025,TB_RIFIUTI,3,04/01/2025 10:08:20 AM,10
35005362,PPAYITR1XXX,,Postepay,00855690178,Comune di Breno,25043,BS,29.4,04/01/2025,in_violazione_cds,3,04/01/2025 10:08:07 AM,10
35005361,SIGPITM1XXX,,MOONEY S.P.A.,09319650967,ASST Ovest Milanese,20025,MI,22.5,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:08:05 AM,10
35005360,BPMOIT22,,BPER Banca S.p.A.,80014740130,Comune di Carbonate,22070,CO,75,04/01/2025,varie,3,04/01/2025 10:08:00 AM,10
35005359,SIGPITM1XXX,,MOONEY S.P.A.,09319650967,ASST Ovest Milanese,20025,MI,22.5,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:07:58 AM,10
35005356,SIGPITM1XXX,,MOONEY S.P.A.,85001870188,Comune di Vigevano,27029,PV,243.33,04/01/2025,syg_musicale,3,04/01/2025 10:07:45 AM,10
35005355,PPAYITR1XXX,,Postepay,00566690137,Comune di Oggiono,23848,LC,153.5,04/01/2025,SP_TRASPORTO_SCOLASTICO,3,04/01/2025 10:07:34 AM,10
35005354,BIC32698,,LIS Pay SPA,09319650967,ASST Ovest Milanese,20025,MI,17.9,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:07:32 AM,10
35005353,ABI02008,,Unicredit S.p.A,84507570152,Comune di Lodi,26900,LO,65,04/01/2025,ads_mensa_scolastica,3,04/01/2025 10:07:25 AM,10
35005352,BPPIITRRXXX,,Poste Italiane S.p.A.,01310880156,Comune di Abbiategrasso,20081,MI,78.12,04/01/2025,violazionecodicestrada,3,04/01/2025 10:07:24 AM,10
35005351,BNLIITRR,,Worldline Merchant Services Italia S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.59,04/01/2025,solleciti,3,04/01/2025 10:07:24 AM,10
35005350,BAPPIT21,,Banca Popolare di Milano SpA,09323530965,ASST Rhodense,20024,MI,27,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:07:23 AM,10
35005349,PPAYITR1XXX,,Postepay,00323920199,Comune di Persico Dosimo,26043,CR,15.13,04/01/2025,sch_lucevotiva,3,04/01/2025 10:07:22 AM,10
35005348,WOLLNLB1,,Worldpay BV,00635680176,Comune di Capriolo,25031,BS,200,04/01/2025,pj_mensascolastica,3,04/01/2025 10:07:10 AM,10
35005347,SIGPITM1XXX,,MOONEY S.P.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,6.21,04/01/2025,solleciti,3,04/01/2025 10:06:57 AM,10
35005346,PPAYITR1XXX,,Postepay,84507570152,Comune di Lodi,26900,LO,76.77,04/01/2025,mg_violazioni_cds,3,04/01/2025 10:06:55 AM,10
35005345,PPAYITR1XXX,,Postepay,00296180185,Comune di Pavia,27100,PV,250,04/01/2025,REFEZ,3,04/01/2025 10:06:53 AM,10
35005344,BPMOIT22,,BPER Banca S.p.A.,00772070157,Milano Serravalle - Milano Tangenziali S.P.A.,20057,MI,6.01,04/01/2025,sin_sollecito,3,04/01/2025 10:06:46 AM,10
35005343,ABI03069,,Intesa Sanpaolo S.p.A,00303490189,Fondazione IRCCS Policlinico S.Matteo,27100,PV,36,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:06:43 AM,10
35005342,BPMOIT22,,BPER Banca S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,7.69,04/01/2025,solleciti,3,04/01/2025 10:06:41 AM,10
35005341,ABI08735,,BANCA DEL TERRITORIO LOMBARDO S.C.,00855700175,Comune di Lograto,25030,BS,56.5,04/01/2025,nv_mensascolastica,3,04/01/2025 10:06:40 AM,10
35005340,BIC32698,,LIS Pay SPA,12698710964,Fondazione IRCCS San Gerardo dei Tintori di Monza,20900,MB,9.5,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:06:39 AM,10
35005339,ABI03062,,Banca Mediolanum SpA,00206590200,Comune di Solferino,46040,MN,23,04/01/2025,dirittivari,3,04/01/2025 10:06:36 AM,10
35005338,SIGPITM1XXX,,MOONEY S.P.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,8.09,04/01/2025,solleciti,3,04/01/2025 10:06:35 AM,10
35005337,SIGPITM1XXX,,MOONEY S.P.A.,00232910166,Comune di Dalmine,24044,BG,22,04/01/2025,cie,3,04/01/2025 10:06:34 AM,10
35005336,PPAYITR1XXX,,Postepay,00512860131,Comune di Pusiano,22030,CO,29.4,04/01/2025,mg_violazioni_cds,3,04/01/2025 10:06:33 AM,10
35005335,SIGPITM1XXX,,MOONEY S.P.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,10.14,04/01/2025,solleciti,3,04/01/2025 10:06:31 AM,10
35005334,BNLIITRR,,Worldline Merchant Services Italia S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.92,04/01/2025,solleciti,3,04/01/2025 10:06:22 AM,10
35005333,SIGPITM1XXX,,MOONEY S.P.A.,09322180960,ASST di Lodi,26900,LO,22.5,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:06:20 AM,10
35005332,BIC32698,,LIS Pay SPA,85001010173,Comune di Visano,25010,BS,22,04/01/2025,CI_RL,3,04/01/2025 10:06:06 AM,10
35005331,PPAYITR1XXX,,Postepay,80005370137,Comune di Como,22100,CO,231,04/01/2025,meg_violazioni_cds,3,04/01/2025 10:06:05 AM,10
35005330,BIC32698,,LIS Pay SPA,00880000153,Comune di Corsico,20094,MI,85.87,04/01/2025,ads_rifiuti_pre,3,04/01/2025 10:06:02 AM,10
35005329,SIGPITM1XXX,,MOONEY S.P.A.,02613080189,ASST di Pavia,27100,PV,22.5,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:06:01 AM,10
35005328,CIPBITMM,,Nexi,80050050154,Regione Lombardia,20124,MI,36.33,04/01/2025,Tassa Auto,3,04/01/2025 10:05:58 AM,10
35005327,BIC32698,,LIS Pay SPA,00761890177,Comune di Brescia,25121,BS,213.7,04/01/2025,mensascolasticaprimaria,3,04/01/2025 10:05:55 AM,10
35005326,BIC32698,,LIS Pay SPA,84507570152,Comune di Lodi,26900,LO,76.77,04/01/2025,mg_violazioni_cds,3,04/01/2025 10:05:47 AM,10
35005325,BPPIITRRXXX,,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.61,04/01/2025,solleciti,3,04/01/2025 10:05:41 AM,10
35005324,PPAYITR1XXX,,Postepay,01009620152,Comune di Marcallo con Casone,20010,MI,220.7,04/01/2025,mg_cdsimp_mes,3,04/01/2025 10:05:25 AM,10
35005323,BIC32698,,LIS Pay SPA,00473750180,Comune di Alagna,27020,PV,250,04/01/2025,pj_mensascolastica,3,04/01/2025 10:05:23 AM,10
35005321,BPPIITRRXXX,,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,11.8,04/01/2025,solleciti,3,04/01/2025 10:05:05 AM,10
35005320,PPAYITR1XXX,,Postepay,04114450168,ASST di Bergamo Ovest,24047,BG,93.45,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:04:59 AM,10
35005319,PPAYITR1XXX,,Postepay,04114450168,ASST di Bergamo Ovest,24047,BG,88.8,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:04:59 AM,10
